"TABLA 34: ""INSTITUCIONES EDUCATIVAS Y SUS CARRERAS""",,,,,Vigente a partir del 01/07/2014,,
Elaborada según el Clasificador de Instituciones de Educación Superior y Técnico Productivas (v1) y el Clasificador de Carreras de Educación Superior y Técnico productivas (v1) aprobados por el Instituto Nacional de Estadística e Informática - INEI.,,,,,,,
Abreviaturas,,,,,,,
IEST : Instituto de Educación Superior Técnologica.,,,,,,,
ISP : Instituto Superior Pedagógico.,,,,,,,
ESFA : Educación Superior de Formación Artística. ,,,,,,,
UNIV: Universidad.,,,,,,,
FFAA y Policía : Escuelas e Institutos de Educación Superior Tecnológicos de las Fuerzas Armadas y Policiales.,,,,,,,
COD. REGIMEN,DESC. REGIMEN,COD. TIPO INST.,DESC. TIPO INST.,COD.  INSTITUCIÓN,DESC. INSTITUCIÓN,COD.  CARRERA,DESC. CARRERA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251141209,BALLESTAS,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251141209,BALLESTAS,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251141209,BALLESTAS,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250933168,BERNABÉ COBO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250933168,BERNABÉ COBO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250933168,BERNABÉ COBO,121095,EDUCACIÓN SECUNDARIA TÉCNICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250933168,BERNABÉ COBO,121055,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIA, TECNOLOGÍA Y AMBIENTE"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251135292,CAJAMARCA,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251135292,CAJAMARCA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251135292,CAJAMARCA,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251135292,CAJAMARCA,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251135292,CAJAMARCA,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251468610,CALIDAD EN REDES DE APRENDIZAJE- CREA,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251154210,CENIT GALEAZA,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251154210,CENIT GALEAZA,121025,EDUCACIÓN EN IDIOMAS - INGLÉS
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251154210,CENIT GALEAZA,121035,EDUCACIÓN PARA EL TRABAJO
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251154210,CENIT GALEAZA,112025,EDUCACIÓN PRIMARIA (INTERCULTURAL Y BILINGÜE)
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,121025,EDUCACIÓN EN IDIOMAS - INGLÉS
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,121095,EDUCACIÓN SECUNDARIA TÉCNICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251143536,CHILIMASA,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251461144,CIENCIA Y LIBERTAD,111015,EDUCACION INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251461144,CIENCIA Y LIBERTAD,112015,EDUCACION PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251461144,CIENCIA Y LIBERTAD,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251461144,CIENCIA Y LIBERTAD,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251232891,CLARIDAD,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251232891,CLARIDAD,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251232891,CLARIDAD,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251140144,CUNA DE LA LIBERTAD AMERICANA,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251140144,CUNA DE LA LIBERTAD AMERICANA,121025,EDUCACIÓN EN IDIOMAS - INGLÉS
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251140144,CUNA DE LA LIBERTAD AMERICANA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251140144,CUNA DE LA LIBERTAD AMERICANA,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251140144,CUNA DE LA LIBERTAD AMERICANA,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029669,DANTE NAVA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029669,DANTE NAVA,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251196336,DEL VALLE ZAÑA,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251196336,DEL VALLE ZAÑA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251196336,DEL VALLE ZAÑA,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251196336,DEL VALLE ZAÑA,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251386531,DIDASCALIO JESÚS MAESTRO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251386531,DIDASCALIO JESÚS MAESTRO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251115088,DIEGO THOMPSON,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251115088,DIEGO THOMPSON,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251115088,DIEGO THOMPSON,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251115088,DIEGO THOMPSON,121055,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIA, TECNOLOGÍA Y AMBIENTE"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251115088,DIEGO THOMPSON,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250931519,DIVINO MAESTRO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250931519,DIVINO MAESTRO,121035,EDUCACIÓN PARA EL TRABAJO
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250931519,DIVINO MAESTRO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250931519,DIVINO MAESTRO,121055,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIA, TECNOLOGÍA Y AMBIENTE"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250931519,DIVINO MAESTRO,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251257013,DIVINO NIÑO,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251257013,DIVINO NIÑO,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251257013,DIVINO NIÑO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251257013,DIVINO NIÑO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251257013,DIVINO NIÑO,121055,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIA, TECNOLOGÍA Y AMBIENTE"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251257013,DIVINO NIÑO,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251257013,DIVINO NIÑO,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251255629,DIVINO NIÑO JESÚS,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251255629,DIVINO NIÑO JESÚS,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251101716,DON BOSCO,121035,EDUCACIÓN PARA EL TRABAJO
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251101716,DON BOSCO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251101716,DON BOSCO,121045,EDUCACIÓN RELIGIOSA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251101716,DON BOSCO,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251101716,DON BOSCO,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251101716,DON BOSCO,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251125764,EDUTEK-TACNA,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251125764,EDUTEK-TACNA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251125764,EDUTEK-TACNA,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251125764,EDUTEK-TACNA,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251125764,EDUTEK-TACNA,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029800,EDUTEK-SAN ROMAN,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029800,EDUTEK-SAN ROMAN,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029800,EDUTEK-SAN ROMAN,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029800,EDUTEK-SAN ROMAN,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029800,EDUTEK-SAN ROMAN,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251198019,EL NAZARENO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251198019,EL NAZARENO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251198019,EL NAZARENO,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114131,ERIC BERNE,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114131,ERIC BERNE,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114131,ERIC BERNE,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251112044,ESTEBAN PAVLETICH,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251112044,ESTEBAN PAVLETICH,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251112044,ESTEBAN PAVLETICH,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251112044,ESTEBAN PAVLETICH,121055,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIA, TECNOLOGÍA Y AMBIENTE"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251112044,ESTEBAN PAVLETICH,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251112044,ESTEBAN PAVLETICH,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251112044,ESTEBAN PAVLETICH,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251468594,EUROAMERICANO,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251468594,EUROAMERICANO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251468594,EUROAMERICANO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251468594,EUROAMERICANO,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250911925,EXPERIMENTAL CATOLICO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250898429,FEDERICO  KAISER,121045,EDUCACIÓN RELIGIOSA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,342025,CONTABILIDAD
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,441095,COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,121055,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIA, TECNOLOGÍA Y AMBIENTE"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251026830,FERNANDO STAHLL,121095,EDUCACIÓN SECUNDARIA TÉCNICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251321769,HEADWAY COLLEGE,121025,EDUCACIÓN EN IDIOMAS - INGLÉS
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250920264,HÉROES DE LA BREÑA,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250920264,HÉROES DE LA BREÑA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251113224,HORACIO URTEAGA,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251113224,HORACIO URTEAGA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251113224,HORACIO URTEAGA,121055,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIA, TECNOLOGÍA Y AMBIENTE"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251113224,HORACIO URTEAGA,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251113224,HORACIO URTEAGA,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029305,ISAAC  NEWTON,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029305,ISAAC  NEWTON,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029305,ISAAC  NEWTON,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029305,ISAAC  NEWTON,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251029305,ISAAC  NEWTON,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250920298,ISABEL LA CATÓLICA,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250920298,ISABEL LA CATÓLICA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250920298,ISABEL LA CATÓLICA,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250920298,ISABEL LA CATÓLICA,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250920298,ISABEL LA CATÓLICA,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251124270,JESÚS DE NAZARETH,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251124270,JESÚS DE NAZARETH,121025,EDUCACIÓN EN IDIOMAS - INGLÉS
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251124270,JESÚS DE NAZARETH,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251124270,JESÚS DE NAZARETH,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251124270,JESÚS DE NAZARETH,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251124270,JESÚS DE NAZARETH,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251124270,JESÚS DE NAZARETH,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251124270,JESÚS DE NAZARETH,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114362,JESÚS EL MAESTRO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114362,JESÚS EL MAESTRO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114362,JESÚS EL MAESTRO,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114362,JESÚS EL MAESTRO,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251272145,JESÚS MAESTRO,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251272145,JESÚS MAESTRO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251272145,JESÚS MAESTRO,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251272145,JESÚS MAESTRO,121075,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: COMUNICACIÓN"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251272145,JESÚS MAESTRO,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250886572,JHALEBEP  (ANTES JOSÉ MATÍAS MANZANILLA),111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250886572,JHALEBEP  (ANTES JOSÉ MATÍAS MANZANILLA),112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250886556,JORGE BASADRE,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250886556,JORGE BASADRE,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250886556,JORGE BASADRE,121065,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: CIENCIAS SOCIALES"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,250886556,JORGE BASADRE,121085,"EDUCACIÓN SECUNDARIA, ESPECIALIDAD: MATEMÁTICA"
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114404,JOSÉ CARLOS MARIÁTEGUI,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114404,JOSÉ CARLOS MARIÁTEGUI,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251114404,JOSÉ CARLOS MARIÁTEGUI,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251255389,JOSÉ CRISAM,121015,EDUCACIÓN EN COMPUTACIÓN E INFORMÁTICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251255389,JOSÉ CRISAM,131015,EDUCACIÓN FÍSICA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251255389,JOSÉ CRISAM,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251255389,JOSÉ CRISAM,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251115120,JOSÉ JIMÉNEZ BORJA,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251115120,JOSÉ JIMÉNEZ BORJA,112015,EDUCACIÓN PRIMARIA
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251595495,JOSÉ LUIS BUSTAMANTE Y RIVERO,111015,EDUCACIÓN INICIAL
2,PRIVADA,5,INSTITUTO SUPERIOR PEDAGÓGICO,251595495,JOSÉ LUIS BUSTAMANTE Y RIVERO,112015,EDUCACIÓN PRIMARIA
