"TABLA 30 ""OCUPACIÓN APLICABLE A LOS EMPLEADORES DEL SECTOR PRIVADO"".",,,,,,,,,,,,
"Dependiendo de la Categoría Ocupacional que se seleccione, se habilitarán los códigos de Ocupación.",,,,,,,,,,,,
(1) Código que puede ser asumido para la Categoría Ocupacional y (0) No se habilita el registro de esta Ocupación para la Categoría Ocupacional. ,,,,,,,,,,,,
Código,NOMBRE,Ejecutivo,Empleado,Obrero,,,,,,,,
266060,"REPORTERO, PRENSA/T.V. O RADIO",1,1,0,,,,,,,,
266061,JEFE DE REDACCION/DIARIO,1,1,0,,,,,,,,
266062,JEFE DE REDACCION/REVISTA,1,1,0,,,,,,,,
267001,"ESPECIALISTA, FONETICA",1,1,0,,,,,,,,
267002,"ESPECIALISTA, SEMANTICA",1,1,0,,,,,,,,
267003,ETIMOLOGISTA,1,1,0,,,,,,,,
267004,FILOLOGO,1,1,0,,,,,,,,
267005,"FILOLOGO, ETIMOLOGIA",1,1,0,,,,,,,,
267006,"FILOLOGO, FONETICA",1,1,0,,,,,,,,
267007,"FILOLOGO, FONOLOGIA",1,1,0,,,,,,,,
267008,"FILOLOGO, GRAFOLOGIA",1,1,0,,,,,,,,
267009,"FILOLOGO, LEXICOGRAFIA",1,1,0,,,,,,,,
267010,"FILOLOGO, LINGUISTICA",1,1,0,,,,,,,,
267011,"FILOLOGO, MORFOLOGIA",1,1,0,,,,,,,,
267012,"FILOLOGO, SEMANTICA",1,1,0,,,,,,,,
267013,GRAFOLOGO,1,1,0,,,,,,,,
267014,INTERPRETE,1,1,0,,,,,,,,
267015,LEXICOGRAFO,1,1,0,,,,,,,,
267016,LINGUISTA,1,1,0,,,,,,,,
267017,MORFOLOGO,1,1,0,,,,,,,,
267018,TRADUCTOR,1,1,0,,,,,,,,
268001,PSICOLOGO,1,1,0,,,,,,,,
268002,PSICOLOGO CLINICO,1,1,0,,,,,,,,
268003,"PSICOLOGO, EXPERIMENTOS",1,1,0,,,,,,,,
268004,"PSICOLOGO, INDUSTRIAS",1,1,0,,,,,,,,
268005,"PSICOLOGO, OCUPACIONES",1,1,0,,,,,,,,
268006,"PSICOLOGO, PEDAGOGIA",1,1,0,,,,,,,,
268007,"PSICOLOGO, PROBLEMAS SOCIALES",1,1,0,,,,,,,,
268008,"PSICOLOGO, TRABAJO",1,1,0,,,,,,,,
269001,ASISTENTE MEDICO SOCIAL,1,1,0,,,,,,,,
269002,ASISTENTE SOCIAL,1,1,0,,,,,,,,
269003,"ASISTENTE SOCIAL, BIENESTAR SOCIAL",1,1,0,,,,,,,,
269004,"ASISTENTE SOCIAL, DELINCUENCIA",1,1,0,,,,,,,,
269005,"ASISTENTE SOCIAL, DELINCUENCIA/LIBERTAD CONDICIONAL",1,1,0,,,,,,,,
269006,"ASISTENTE SOCIAL, DELINCUENCIA/PREVENCION Y REHABILITACION",1,1,0,,,,,,,,
269007,"ASISTENTE SOCIAL, EMPRESA",1,1,0,,,,,,,,
269008,"ASISTENTE SOCIAL, HOSPITAL",1,1,0,,,,,,,,
269009,"ASISTENTE SOCIAL, PRISIONES",1,1,0,,,,,,,,
269010,"ASISTENTE SOCIAL, PROTECCION DE LA FAMILIA",1,1,0,,,,,,,,
269011,"ASISTENTE SOCIAL, PROTECCION DE LA INFANCIA",1,1,0,,,,,,,,
269012,"ASISTENTE SOCIAL, PSIQUIATRIA",1,1,0,,,,,,,,
269013,"ASISTENTE SOCIAL, REHABILITACION/INCAPACITADOS FISICOS",1,1,0,,,,,,,,
269014,"ASISTENTE SOCIAL, SERVICIOS COMUNITARIOS",1,1,0,,,,,,,,
269015,"ASISTENTE SOCIAL, SERVICIOS CULTURALES",1,1,0,,,,,,,,
269016,"ASISTENTE SOCIAL, SERVICIOS DE AYUDA FAMILIAR",1,1,0,,,,,,,,
269017,"ASISTENTE SOCIAL, SERVICIOS SOCIALES",1,1,0,,,,,,,,
271026,"PUBLICISTA, RESPONSABLE DE CAMPAÐA PUBLICITARIA",1,1,0,,,,,,,,
272026,"DIRECTOR, COROS",1,1,0,,,,,,,,
272027,"DIRECTOR, ORQUESTA SINFONICA",1,1,0,,,,,,,,
272033,MEZZO-SOPRANO,1,1,0,,,,,,,,
272040,SOPRANO,1,1,0,,,,,,,,
272042,TENOR,1,1,0,,,,,,,,
273007,"DIRECTOR, DANZA",1,1,0,,,,,,,,
273008,"DIRECTOR, COREOGRAFIA",1,1,0,,,,,,,,
273009,MAESTRO DE BALLET,1,1,0,,,,,,,,
274009,"DIRECTOR ARTISTICO, CINE",1,1,0,,,,,,,,
274010,"DIRECTOR ARTISTICO, TEATRO",1,1,0,,,,,,,,
274012,"DIRECTOR, ESCENA/CINE",1,1,0,,,,,,,,
274013,"DIRECTOR, ESCENA/TEATRO",1,1,0,,,,,,,,
274014,"DIRECTOR, FOTOGRAFIA/CINE",1,1,0,,,,,,,,
274020,"REALIZADOR, RADIODIFUSION O TELEVISION",1,1,0,,,,,,,,
274022,"RECITADOR, RADIO O TELEVISION",1,1,0,,,,,,,,
274023,"REGENTE, ESCENA",1,1,0,,,,,,,,
281001,PROFESIONAL EN HOTELERIA,1,1,0,,,,,,,,
281002,PROFESIONAL EN TURISMO,1,1,0,,,,,,,,
282001,"RELACIONISTA, INDUSTRIAL",1,1,0,,,,,,,,
282002,"RELACIONISTA, LABORAL",1,1,0,,,,,,,,
282003,"RELACIONISTA, PUBLICO",1,1,0,,,,,,,,
282004,"RELACIONISTA, OTROS",1,1,0,,,,,,,,
283001,"DIPLOMATICOS, EXTRANJEROS",1,1,0,,,,,,,,
283002,"DIPLOMATICOS, PERUANOS (EXCEPTO EMBAJADORES Y CONSULES EN F",1,1,0,,,,,,,,
284001,ARCIPRESTE,1,1,0,,,,,,,,
284002,ARZOBISPO,1,1,0,,,,,,,,
284003,BONZO,1,1,0,,,,,,,,
284004,CANONIGO,1,1,0,,,,,,,,
284005,CAPELLAN,1,1,0,,,,,,,,
284006,CURA,1,1,0,,,,,,,,
284007,IMAN,1,1,0,,,,,,,,
284008,MINISTRO DEL CULTO,1,1,0,,,,,,,,
284009,MISIONERO,1,1,0,,,,,,,,
284010,MONJA,1,1,0,,,,,,,,
284011,MONJE,1,1,0,,,,,,,,
284012,OBISPO,1,1,0,,,,,,,,
284013,PARROCO,1,1,0,,,,,,,,
284014,PASTOR PROTESTANTE,1,1,0,,,,,,,,
284015,POOJARI,1,1,0,,,,,,,,
284016,PRIOR,1,1,0,,,,,,,,
284017,RABINO,1,1,0,,,,,,,,
284018,SACERDOTE,1,1,0,,,,,,,,
284019,SACERDOTE BUDISTA,1,1,0,,,,,,,,
284020,TEOLOGO,1,1,0,,,,,,,,
284021,VICARIO,1,1,0,,,,,,,,
331001,"CUARTO OFICIAL, MAQUINISTA/BARCO",1,1,0,,,,,,,,
331002,"INSPECTOR TECNICO, MARINA/MERCANTE",1,1,0,,,,,,,,
331003,INSTRUCTOR NAVEGACION/VELA,1,1,0,,,,,,,,
331004,"JEFE DE MAQUINAS, BARCO",1,1,0,,,,,,,,
331006,"OFICIAL MAQUINISTA, BARCO",1,1,0,,,,,,,,
331007,"PRIMER OFICIAL, MAQUINISTA/BARCO",1,1,0,,,,,,,,
331008,"SEGUNDO OFICIAL, MAQUINISTA/BARCO",1,1,0,,,,,,,,
331009,"SUPERINTENDENTE TECNICO, MARINA MERCANTE",1,1,0,,,,,,,,
331010,"TERCER OFICIAL, MAQUINISTA/MARINA MERCANTE",1,1,0,,,,,,,,
332001,"ALFEREZ DE FRAGATA, RESERVA NAVAL/MARINA MERCANTE",1,1,0,,,,,,,,
332013,"OFICIAL, CUBIERTA",1,1,0,,,,,,,,
332014,"OFICIAL, NAVEGACION",1,1,0,,,,,,,,
332021,"PILOTO, AERODESLIZADOR",1,1,0,,,,,,,,
332022,"PILOTO, COSTERO",1,1,0,,,,,,,,
332023,"PILOTO, DESLIZADOR",1,1,0,,,,,,,,
332024,"PILOTO, HIDROPLANO",1,1,0,,,,,,,,
332025,PILOTO-PRACTICO NAVEGACION,1,1,0,,,,,,,,
333002,"COPILOTO, AERONAVE",1,1,0,,,,,,,,
333003,INSTRUCTOR DE VUELO,1,1,0,,,,,,,,
333004,"OFICIAL MECANICO, VUELO/MECANICO NAVEGANTE",1,1,0,,,,,,,,
333005,"OFICIAL NAVEGANTE, AERONAVE",1,1,0,,,,,,,,
333006,"PILOTO, AERONAVE/TRANSPORTE AEREO",1,1,0,,,,,,,,
333007,"PILOTO, FUMIGACION",1,1,0,,,,,,,,
333008,"PILOTO, HELICOPTERO",1,1,0,,,,,,,,
333009,"PILOTO, HIDROAVION",1,1,0,,,,,,,,
333010,"PILOTO, INSTRUCTOR",1,1,0,,,,,,,,
333011,"PILOTO, PRUEBAS/AERONAUTICA",1,1,0,,,,,,,,
335005,"INSPECTOR, CONTROL DE CALIDAD",1,1,0,,,,,,,,
335006,"INSPECTOR, CONTROL DE CALIDAD/ELECTRICIDAD",1,1,0,,,,,,,,
335007,"INSPECTOR, CONTROL DE CALIDAD/EQUIPOS ELECTRICOS",1,1,0,,,,,,,,
335008,"INSPECTOR, CONTROL DE CALIDAD/EQUIPOS ELECTRONICOS",1,1,0,,,,,,,,
335009,"INSPECTOR, CONTROL DE CALIDAD/MAQUINAS",1,1,0,,,,,,,,
335010,"INSPECTOR, CONTROL DE CALIDAD/PROCESOS INDUSTRIALES",1,1,0,,,,,,,,
335011,"INSPECTOR, CONTROL DE CALIDAD/PRODUCTOS MECANICOS",1,1,0,,,,,,,,
335012,"INSPECTOR, CONTROL DE CALIDAD/SERVICIOS",1,1,0,,,,,,,,
335013,"INSPECTOR, CONTROL DE CALIDAD/TEJIDOS",1,1,0,,,,,,,,
335014,"INSPECTOR, SEGURIDAD Y SALUD",1,1,0,,,,,,,,
335015,"INSPECTOR, SEGURIDAD Y SALUD/CONTAMINACION DEL MEDIO AMBIEN",1,1,0,,,,,,,,
335016,"INSPECTOR, SEGURIDAD Y SALUD/CUIDADOS A LOS NIÐOS",1,1,0,,,,,,,,
335017,"INSPECTOR, SEGURIDAD Y SALUD/ELECTRICIDAD",1,1,0,,,,,,,,
335018,"INSPECTOR, SEGURIDAD Y SALUD/ESTABLECIMIENTOS",1,1,0,,,,,,,,
335019,"INSPECTOR, SEGURIDAD Y SALUD/FABRICA",1,1,0,,,,,,,,
335020,"INSPECTOR, SEGURIDAD Y SALUD/PROTECCION DE LOS CONSUMIDORES",1,1,0,,,,,,,,
335021,"INSPECTOR, SEGURIDAD Y SALUD/SEGURIDAD INDUSTRIAL",1,1,0,,,,,,,,
335022,"INSPECTOR, SEGURIDAD Y SALUD/TIENDAS Y COMERCIOS",1,1,0,,,,,,,,
335023,"INSPECTOR, SEGURIDAD Y SALUD/TRABAJO",1,1,0,,,,,,,,
335024,"INSPECTOR, SEGURIDAD Y SALUD/TRATAMIENTO DE DESECHOS INDUST",1,1,0,,,,,,,,
335025,"INSPECTOR, SEGURIDAD Y SALUD/VEHICULOS",1,1,0,,,,,,,,
335026,"INSPECTOR, SEGURIDAD/PRODUCTOS",1,1,0,,,,,,,,
352001,"ENFERMERA, NIVEL SUPERIOR (DIPLOMADOS)",1,1,0,,,,,,,,
352002,"ENFERMERA, NIVEL MEDIO",1,1,0,,,,,,,,
352003,"ENFERMERA, NIVEL MEDIO/CLINICA, CENTRO DE SALUD, ETC.",1,1,0,,,,,,,,
352004,"ENFERMERA, NIVEL MEDIO/MATERNIDAD",1,1,0,,,,,,,,
352005,"ENFERMERA, NIVEL MEDIO/OBSTETRICIA",1,1,0,,,,,,,,
352006,"ENFERMERA, NIVEL MEDIO/ORTOPEDIA",1,1,0,,,,,,,,
352007,"ENFERMERA, NIVEL MEDIO/PEDIATRIA",1,1,0,,,,,,,,
352008,"ENFERMERO, NIVEL MEDIO",1,1,0,,,,,,,,
352009,"ENFERMERO, NIVEL MEDIO/CLINICA",1,1,0,,,,,,,,
352010,"ENFERMERO, NIVEL MEDIO/OBSTETRICIA",1,1,0,,,,,,,,
352011,"ENFERMERO, NIVEL MEDIO/ORTOPEDIA",1,1,0,,,,,,,,
352012,"ENFERMERO, NIVEL MEDIO/PEDIATRIA",1,1,0,,,,,,,,
361001,"INSPECTOR JEFE, COMERCIO AL POR MAYOR",1,1,0,,,,,,,,
361002,"SUPERVISOR DE VENTAS, COMERCIO AL POR MAYOR",1,1,0,,,,,,,,
362001,"INSPECTOR JEFE, COMERCIO AL POR MENOR",1,1,0,,,,,,,,
362002,"SUPERVISOR DE VENTAS, COMERCIO AL POR MENOR",1,1,0,,,,,,,,
363001,"SUPERVISOR, COMERCIO N.E.P",1,1,0,,,,,,,,
364001,"ADMINISTRADOR, ABASTECIMIENTO",1,1,0,,,,,,,,
364002,"ADMINISTRADOR, HOGAR/ECONOMOS",1,1,0,,,,,,,,
364003,"ADMINISTRADOR, MATERIAL CONTABLE",1,1,0,,,,,,,,
364004,"ADMINISTRADOR, PERSONAL",1,1,0,,,,,,,,
373001,"ADMINISTRADOR, PROPIEDADES INMUEBLES",1,1,0,,,,,,,,
374001,"AGENTE ADMINISTRATIVO, ADMINISTRACION PUBLICA/SERVICIO DE TURISMO",1,1,0,,,,,,,,
374002,"AGENTE ADMINISTRATIVO, CONSULADO/SERVICIO DE TURISMO",1,1,0,,,,,,,,
374003,"AGENTE, TURISMO",1,1,0,,,,,,,,
377001,ADUANERO,1,1,0,,,,,,,,
377008,"AGENTE, SERVICIOS DE ALMACENAMIENTO",1,1,0,,,,,,,,
377009,CORREO DIPLOMATICO,1,1,0,,,,,,,,
377010,"FUNCIONARIO, CONSULADO",1,1,0,,,,,,,,
379011,"EMPRESARIO, CIRCO",1,1,0,,,,,,,,
379012,"EMPRESARIO, MUSICA",1,1,0,,,,,,,,
379013,"EMPRESARIO, TEATRO",1,1,0,,,,,,,,
379014,"FUNCIONARIO, SERVICIO DEL EMPLEO",1,1,0,,,,,,,,
379015,"FUNCIONARIO, SERVICIO DEL EMPLEO/JOVENES",1,1,0,,,,,,,,
379016,"ORGANIZADOR DE ESPECTACULO, VARIOS",1,1,0,,,,,,,,
382001,"EMPLEADO, FISCO",1,1,0,,,,,,,,
382002,"INSPECTOR, HACIENDA",1,1,0,,,,,,,,
383001,"FUNCIONARIO, PRESTACIONES SOCIALES Y OTROS",1,1,0,,,,,,,,
383002,"FUNCIONARIO, EXPEDICION DE LICENCIAS Y PERMISOS",1,1,0,,,,,,,,
383003,"FUNCIONARIO, EXPEDICION DE LICENCIAS/EXPORTACION",1,1,0,,,,,,,,
383004,"FUNCIONARIO, EXPEDICION DE LICENCIAS/IMPORTACION",1,1,0,,,,,,,,
383005,"FUNCIONARIO, EXPEDICION DE PASAPORTES",1,1,0,,,,,,,,
383006,"FUNCIONARIO, INMIGRACION",1,1,0,,,,,,,,
383007,"FUNCIONARIO, PERMISOS DE CONSTRUCCION",1,1,0,,,,,,,,
396003,"DIRECTOR, ORQUESTA/BAILE",1,1,0,,,,,,,,
412001,EMPLEADO DE  REGISTRO CIVIL,1,1,0,,,,,,,,
412002,EMPLEADO DE REGISTRO ELECTORAL,1,1,0,,,,,,,,
418001,EMPLEADOS DE CONTABILIDAD Y CALCULO DE COSTOS,1,1,0,,,,,,,,
418002,"EMPLEADO, CAJA",1,1,0,,,,,,,,
418003,"EMPLEADO, CALCULO DE COSTOS",1,1,0,,,,,,,,
418004,"EMPLEADO, CALCULO DE PRESUPUESTOS",1,1,0,,,,,,,,
418005,"EMPLEADO, CALCULO DE SALARIOS",1,1,0,,,,,,,,
418006,"EMPLEADO, CONTABILIDAD",1,1,0,,,,,,,,
418007,"EMPLEADO, CONTABILIDAD/CALCULO DE COSTOS",1,1,0,,,,,,,,
418008,"EMPLEADO, CONTABILIDAD/CALCULO DE INTERESES",1,1,0,,,,,,,,
418009,"EMPLEADO, CONTABILIDAD/CUENTAS CORRIENTES",1,1,0,,,,,,,,
418010,"EMPLEADO, CONTABILIDAD/DESCUENTOS",1,1,0,,,,,,,,
418011,"EMPLEADO, CONTABILIDAD/ESTIMACIONES",1,1,0,,,,,,,,
418012,"EMPLEADO, CONTABILIDAD/VERIFICACION",1,1,0,,,,,,,,
418013,"EMPLEADO, FACTURAS",1,1,0,,,,,,,,
418014,"EMPLEADO, PAGADOR DE PLANILLAS DE PAGO",1,1,0,,,,,,,,
418015,"EMPLEADO, PLANILLERO",1,1,0,,,,,,,,
418016,"EMPLEADO, PAGO DE NOMINAS",1,1,0,,,,,,,,
418017,"EMPLEADO, PAGO DE SALARIOS",1,1,0,,,,,,,,
418018,"EMPLEADO, SERVICIO DEL PERSONAL",1,1,0,,,,,,,,
418019,"EMPLEADO, SUBASTAS",1,1,0,,,,,,,,
418020,"EMPLEADO, TENEDURIA DE LIBROS",1,1,0,,,,,,,,
419003,EMPLEADO ACTUARIAL,1,1,0,,,,,,,,
419004,"EMPLEADO, BANCOS",1,1,0,,,,,,,,
419005,"EMPLEADO, BANCO/PRESTAMOS",1,1,0,,,,,,,,
419006,"EMPLEADO, BOLSA",1,1,0,,,,,,,,
419007,"EMPLEADO, CREDITOS",1,1,0,,,,,,,,
419008,"EMPLEADO, ESTADISTICA",1,1,0,,,,,,,,
419009,"EMPLEADO, FINANZAS",1,1,0,,,,,,,,
419010,"EMPLEADO, HIPOTECAS",1,1,0,,,,,,,,
419011,"EMPLEADO, INVERSIONES",1,1,0,,,,,,,,
419012,"EMPLEADO, OFICINA DE IMPUESTOS/SELLOS Y TIMBRES",1,1,0,,,,,,,,
419013,"EMPLEADO, REGISTRO DE TITULOS Y ACCIONES",1,1,0,,,,,,,,
419014,"EMPLEADO, SERVICIOS FINANCIEROS",1,1,0,,,,,,,,
419015,"EMPLEADO, SEGUROS",1,1,0,,,,,,,,
419016,"EMPLEADO, SEGUROS/MODIFICACIONES DE COBERTURA",1,1,0,,,,,,,,
419017,"EMPLEADO, SEGUROS/PAGO DE SUMINISTROS",1,1,0,,,,,,,,
419018,"EMPLEADO, SEGUROS/POLIZAS",1,1,0,,,,,,,,
419019,"EMPLEADO, SERVICIOS JURIDICOS",1,1,0,,,,,,,,
419020,"EMPLEADO, TRANSACCIONES",1,1,0,,,,,,,,
419021,"EMPLEADO, VALORES",1,1,0,,,,,,,,
421002,"EMPLEADO, ABASTECIMIENTO",1,1,0,,,,,,,,
421003,"EMPLEADO, ALMACENAJE Y APROVISIONAMIENTO",1,1,0,,,,,,,,
421004,"EMPLEADO, CONTABILIDAD/EXISTENCIAS",1,1,0,,,,,,,,
421005,"EMPLEADO, CONTROL DE PESO",1,1,0,,,,,,,,
421006,"EMPLEADO, DEPOSITO",1,1,0,,,,,,,,
421007,"EMPLEADO, DESPACHO",1,1,0,,,,,,,,
421008,"EMPLEADO, EMBARQUE/MERCADERIA",1,1,0,,,,,,,,
421009,"EMPLEADO, EXISTENCIAS/REGISTRADOR",1,1,0,,,,,,,,
421010,"EMPLEADO, EXISTENCIAS/CONTROL",1,1,0,,,,,,,,
421011,"EMPLEADO, EXISTENCIAS/CONTROL (REGISTROS)",1,1,0,,,,,,,,
421012,"EMPLEADO, EXISTENCIAS/INVENTARIO",1,1,0,,,,,,,,
421013,"EMPLEADO, EXISTENCIAS/MERCADERIA",1,1,0,,,,,,,,
421014,"EMPLEADO, EXPEDICION Y RECEPCION DE MERCADERIA",1,1,0,,,,,,,,
421015,"EMPLEADO, GUARDAMUEBLES",1,1,0,,,,,,,,
421016,"EMPLEADO, HERRAMIENTAS/ALMACEN",1,1,0,,,,,,,,
421017,"EMPLEADO, INTERVENTOR ALMACENISTA",1,1,0,,,,,,,,
421018,"EMPLEADO, MERCADERIAS",1,1,0,,,,,,,,
421019,"EMPLEADO, MOVIMIENTO/MERCADERIAS",1,1,0,,,,,,,,
421020,"EMPLEADO, RECEPCION/MERCADERIA (ALMACEN)",1,1,0,,,,,,,,
421021,"EMPLEADO, REGISTRADOR/ENTRADAS Y SALIDAS DE MERCADERIAS",1,1,0,,,,,,,,
421022,"EMPLEADO, SERVICIO DE ALMACENAJE",1,1,0,,,,,,,,
421023,"EMPLEADO, SUMINISTROS",1,1,0,,,,,,,,
421024,"EMPLEADO, KARDISTA/TARJADOR",1,1,0,,,,,,,,
422001,"EMPLEADO, ABASTECIMIENTO/MATERIALES",1,1,0,,,,,,,,
422002,"EMPLEADO, CALCULO DE MATERIALES",1,1,0,,,,,,,,
422003,"EMPLEADO, PLANIFICACION DE LA PRODUCCION",1,1,0,,,,,,,,
422004,"EMPLEADO, PLANIFICACION DE LA PRODUCCION/COORDINACION",1,1,0,,,,,,,,
422005,"EMPLEADO, PLANIFICACION DE LA PRODUCCION/PROGRAMA",1,1,0,,,,,,,,
422006,"EMPLEADO, PLANIFICACION/MATERIALES",1,1,0,,,,,,,,
422007,"EMPLEADO, PROGRAMA DE ABASTECIMIENTO/MATERIALES",1,1,0,,,,,,,,
423001,EMPLEADO DE AGENCIA DE SEGUROS,1,1,0,,,,,,,,
423002,EMPLEADO DE CORRESPONDENCIA,1,1,0,,,,,,,,
423003,EMPLEADO DE OFICINA EN GENERAL,1,1,0,,,,,,,,
423004,EMPLEADO DE OFICINA PUBLICA O PARTICULAR,1,1,0,,,,,,,,
423005,"EMPLEADO DE SERVICIOS ADMINISTRATIVOS, OTROS",1,1,0,,,,,,,,
423006,EMPLEADO DE SERVICIOS DE PERSONAL,1,1,0,,,,,,,,
436002,"CONTROLADOR ADMINISTRATIVO, FERROCARRIL/MERCANCIAS",1,1,0,,,,,,,,
436003,"CONTROLADOR ADMINISTRATIVO, TRAFICO AEREO",1,1,0,,,,,,,,
436004,"CONTROLADOR ADMINISTRATIVO, TRANSPORTE AEREO",1,1,0,,,,,,,,
436005,"CONTROLADOR ADMINISTRATIVO, TRANSPORTE FERROVIARIO (CARGAS)",1,1,0,,,,,,,,
436006,"CONTROLADOR ADMINISTRATIVO, TRANSPORTE MARITIMO",1,1,0,,,,,,,,
436007,"CONTROLADOR ADMINISTRATIVO, TRANSPORTE POR CARRETERA",1,1,0,,,,,,,,
436008,"EMPLEADO, DESPACHO/AUTOBUSES",1,1,0,,,,,,,,
436009,"EMPLEADO, DESPACHO/BARCOS",1,1,0,,,,,,,,
436010,"EMPLEADO, DESPACHO/CAMIONES",1,1,0,,,,,,,,
436011,"EMPLEADO, DESPACHO/FERROCARRIL",1,1,0,,,,,,,,
436012,"EMPLEADO, DESPACHO/GASODUCTO",1,1,0,,,,,,,,
436013,"EMPLEADO, DESPACHO/MUELLES",1,1,0,,,,,,,,
436014,"EMPLEADO, DESPACHO/OLEODUCTO",1,1,0,,,,,,,,
436015,"EMPLEADO, DESPACHO/TRANSPORTE AEREO",1,1,0,,,,,,,,
436016,"EMPLEADO, DESPACHO/TRANSPORTE CARGA",1,1,0,,,,,,,,
436017,"EMPLEADO, DESPACHO/TRANSPORTE FLUVIAL Y TRANSBORDADOR",1,1,0,,,,,,,,
436018,"EMPLEADO, DESPACHO/TRANSPORTE MARITIMO",1,1,0,,,,,,,,
436019,"EMPLEADO, DESPACHO/TRANSPORTE POR CARRETERA (EXCEPTO AUTOBU",1,1,0,,,,,,,,
436020,"EMPLEADO, FERROCARRIL/DEPOSITO",1,1,0,,,,,,,,
436021,"EMPLEADO, MOVIMIENTOS/TRENES",1,1,0,,,,,,,,
436022,"EMPLEADO, OPERACIONES/TRANSPORTE AEREO",1,1,0,,,,,,,,
436023,"EMPLEADO, TRANSPORTE",1,1,0,,,,,,,,
436024,"EMPLEADO, TRANSPORTE AEREO/EXPEDICION",1,1,0,,,,,,,,
436025,"EMPLEADO, TRANSPORTE AEREO/MOVIMIENTO",1,1,0,,,,,,,,
436026,"EMPLEADO, TRANSPORTE MARITIMO/ESTACION TERMINAL",1,1,0,,,,,,,,
436027,"EMPLEADO, TRANSPORTE MARITIMO/MUELLE",1,1,0,,,,,,,,
436028,"EMPLEADO, TRANSPORTE POR CARRETERA/TRAFICO",1,1,0,,,,,,,,
442004,"EMPLEADO, ARCHIVO/SERVICIOS",1,1,0,,,,,,,,
442005,"EMPLEADO, BIBLIOTECA",1,1,0,,,,,,,,
442006,"EMPLEADO, BIBLIOTECA/ADQUISICIONES",1,1,0,,,,,,,,
442007,"EMPLEADO, BIBLIOTECA/CLASIFICACION",1,1,0,,,,,,,,
442008,"EMPLEADO, BIBLIOTECA/INDICE",1,1,0,,,,,,,,
442009,"EMPLEADO, BIBLIOTECA/PRESTAMO DE LIBROS",1,1,0,,,,,,,,
443003,"EMPLEADO DE CORREOS, CORRESPONDENCIA/CLASIFICACION",1,1,0,,,,,,,,
443004,"EMPLEADO, DISTRIBUCION/CORRESPONDENCIA",1,1,0,,,,,,,,
443011,"SUPERVISOR, CORREO",1,1,0,,,,,,,,
444002,"EMPLEADO, CORRECCION DE PRUEBAS/IMPRENTA",1,1,0,,,,,,,,
444003,"EMPLEADO, ELABORACION DE LISTAS",1,1,0,,,,,,,,
444004,"EMPLEADO, ESCRITURAS",1,1,0,,,,,,,,
444005,"EMPLEADO, CLASIFICADOR DE DOCUMENTOS",1,1,0,,,,,,,,
444006,"EMPLEADO, MAQUINA FRANQUEADORA",1,1,0,,,,,,,,
451014,"EMPLEADO, EMISION DE BILLETES/EXCEPTO DE VIAJE",1,1,0,,,,,,,,
451015,"EMPLEADO, OPERACIONES DE CAMBIO",1,1,0,,,,,,,,
451016,"EMPLEADO, VENTANILLA DE BANCO",1,1,0,,,,,,,,
451017,"EMPLEADO, VENTANILLA DE CORREOS",1,1,0,,,,,,,,
454001,"EMPLEADO, AGENCIA DE VIAJES",1,1,0,,,,,,,,
454002,"EMPLEADO, AGENCIA DE VIAJES/VENTAS DE BILLETES",1,1,0,,,,,,,,
454003,"EMPLEADO, EMISION DE BILLETES/VIAJES",1,1,0,,,,,,,,
454004,"EMPLEADO, VIAJES",1,1,0,,,,,,,,
454005,"EMPLEADO, VIAJES/FERROCARRILES",1,1,0,,,,,,,,
454006,"EMPLEADO, VIAJES/LINEAS AEREAS",1,1,0,,,,,,,,
454007,"EMPLEADO, CONCERTACION DE ENTREVISTAS",1,1,0,,,,,,,,
454008,"EMPLEADO, INFORMES",1,1,0,,,,,,,,
462002,"EMPLEADO, OPERADOR DE MAQUINA AUTOCOPISTA",1,1,0,,,,,,,,
462003,"EMPLEADO, OPERADOR DE FOTOCOPIADORA",1,1,0,,,,,,,,
462004,"EMPLEADO, OPERADOR DE MAQUINA REPRODUCTORA DE DOCUMENTOS",1,1,0,,,,,,,,
462005,"EMPLEADO, OPERADOR DE MAQUINA MULTICOPISTA",1,1,0,,,,,,,,
462006,"EMPLEADO DE OFICINA, OTROS",1,1,0,,,,,,,,
711001,ADORNISTAS,1,1,1,,,,,,,,
711002,APIRI,1,1,1,,,,,,,,
711003,"APUNTALADOR, ADEMADOR, ALADERO, ENTIBADOR, MINAS",1,1,1,,,,,,,,
711004,"ARTILLERO, MINAS Y CANTERAS",1,1,1,,,,,,,,
711005,APURADOR-LAVADOR DE MINERAL,1,1,1,,,,,,,,
711006,ASERRADOR DE PIEDRA,1,1,1,,,,,,,,
711007,"BARRENERO, DINAMITERO",1,1,1,,,,,,,,
712008,"PEON DE TORRE, PETROLEO",1,1,1,,,,,,,,
713001,"AYUDANTE, HORNO ALTO",1,1,1,,,,,,,,
714001,AUXILIAR DE TREN DE LAMINACION,1,1,1,,,,,,,,
714002,AYUDANTE DE TREN DE LAMINACION,1,1,1,,,,,,,,
714010,OPERARIO DE TREN DE LAMINACION,1,1,1,,,,,,,,
714011,OPERARIO DE LAMINADO DE REVESTIMIENTO,1,1,1,,,,,,,,
714012,OPERARIO DE LAMINADO REVERSIBLE,1,1,1,,,,,,,,
715001,AYUDANTE DE HORNO DE SEGUNDA FUSION O DE RECALENTADO,1,1,1,,,,,,,,
