"TABLA 30 ""OCUPACIÓN APLICABLE A LOS EMPLEADORES DEL SECTOR PRIVADO"".",,,,,,,,,,,,
"Dependiendo de la Categoría Ocupacional que se seleccione, se habilitarán los códigos de Ocupación.",,,,,,,,,,,,
(1) Código que puede ser asumido para la Categoría Ocupacional y (0) No se habilita el registro de esta Ocupación para la Categoría Ocupacional. ,,,,,,,,,,,,
Código,NOMBRE,Ejecutivo,Empleado,Obrero,,,,,,,,
393007,"CABALLISTA, CIRCO",1,1,1,,,,,,,,
393008,COMICO,1,1,1,,,,,,,,
393009,"COMICO, CIRCO",1,1,1,,,,,,,,
393010,CONTORSIONISTA,1,1,1,,,,,,,,
393011,"DOMADOR, CIRCO",1,1,1,,,,,,,,
393012,"DOMADOR, FIERAS",1,1,1,,,,,,,,
393013,"ENCANTADOR, SERPIENTES",1,1,1,,,,,,,,
393014,EQUILIBRISTA,1,1,1,,,,,,,,
393015,"EXTRAS, DOBLES",1,1,1,,,,,,,,
393016,FUNAMBULO,1,1,1,,,,,,,,
393017,HIPNOTIZADOR,1,1,1,,,,,,,,
393018,ILUSIONISTA,1,1,1,,,,,,,,
393019,IMITADOR,1,1,1,,,,,,,,
393020,"IMITADOR, RUIDOS DE ANIMALES",1,1,1,,,,,,,,
393021,MAGO,1,1,1,,,,,,,,
393022,MALABARISTA,1,1,1,,,,,,,,
393023,PAYASO,1,1,1,,,,,,,,
393024,PRESTIDIGITADOR,1,1,1,,,,,,,,
393025,TITIRITERO,1,1,1,,,,,,,,
393026,TRAPECISTA,1,1,1,,,,,,,,
393027,VEDETTE,1,1,1,,,,,,,,
393028,VENTRILOCUO,1,1,1,,,,,,,,
393029,VOLATINERO,1,1,1,,,,,,,,
393030,"OTROS, PAYASOS, ACROBATAS Y AFINES",1,1,1,,,,,,,,
394001,"ARBITRO, DEPORTIVO",1,1,1,,,,,,,,
394002,ATLETA,1,1,1,,,,,,,,
394003,"AUTOMOVILISTA, CARRERAS",1,1,1,,,,,,,,
394004,BANDERILLERO,1,1,1,,,,,,,,
394005,BASKETBOLISTA,1,1,1,,,,,,,,
394006,BOXEADOR,1,1,1,,,,,,,,
394007,CATCHASCANISTA,1,1,1,,,,,,,,
394008,"CORREDOR, CICLISTA",1,1,1,,,,,,,,
394009,"DEPORTISTA, PROFESIONAL",1,1,1,,,,,,,,
394010,"ENTRENADOR, ARTES MARCIALES",1,1,1,,,,,,,,
394011,"ENTRENADOR, ATLETISMO",1,1,1,,,,,,,,
394012,"ENTRENADOR, BOXEO",1,1,1,,,,,,,,
394013,"ENTRENADOR, GOLF",1,1,1,,,,,,,,
394014,"ENTRENADOR, LUCHA",1,1,1,,,,,,,,
394015,"ENTRENADOR, YOGA",1,1,1,,,,,,,,
394016,FUTBOLISTA,1,1,1,,,,,,,,
394017,JOCKEY,1,1,1,,,,,,,,
394018,"JUEZ, BOXEO",1,1,1,,,,,,,,
394019,"JUEZ, CANCHA",1,1,1,,,,,,,,
394020,"JUEZ, SALIDA/CARRERAS",1,1,1,,,,,,,,
394021,LUCHADOR,1,1,1,,,,,,,,
394022,"MONITOR, CULTURA FISICO",1,1,1,,,,,,,,
394023,"PICADOR, TOROS",1,1,1,,,,,,,,
394024,"PILOTO, CARRERAS/AUTOMOVILES",1,1,1,,,,,,,,
394025,"PROFESOR, AJEDREZ",1,1,1,,,,,,,,
394026,"PROFESOR, BILLAR",1,1,1,,,,,,,,
394027,TORERO,1,1,1,,,,,,,,
394028,VOLEIBOLISTA,1,1,1,,,,,,,,
394029,"OTROS, ATLETAS, DEPORTISTAS Y AFINES",1,1,1,,,,,,,,
395001,ACOLITO,1,1,1,,,,,,,,
395002,"AYUDANTE, CULTO",1,1,1,,,,,,,,
395003,DIACONISA,1,1,1,,,,,,,,
395004,DIACONO,1,1,1,,,,,,,,
395005,EVANGELIZADOR,1,1,1,,,,,,,,
395006,FRAILE,1,1,1,,,,,,,,
395007,"MIEMBRO, EJERCITO DE SALVACION",1,1,1,,,,,,,,
395008,"MONJA, NIVEL MEDIO",1,1,1,,,,,,,,
395009,"MONJE, NIVEL MEDIO",1,1,1,,,,,,,,
395010,"PREDICADOR, SEGLAR",1,1,1,,,,,,,,
396001,"BAILARIN, PEÐAS, SALSODROMOS, RESTAURANTES TURISTICOS",1,1,1,,,,,,,,
396004,"MUSICO, PEÐAS, SALSODROMOS, RESTAURANTES TURISTICOS",1,1,1,,,,,,,,
396005,MUSICO AMBULANTE,1,1,1,,,,,,,,
396007,CANTOR AMBULANTE,1,1,1,,,,,,,,
411009,"ENCARGADO DEL SERVICIO DE MANTENIMIENTO DE TRAMITES, ETC.",1,1,1,,,,,,,,
413001,MECANOGRAFA - DACTILOGRAFA,1,1,1,,,,,,,,
413002,"MECANOGRAFA, ESTADISTICAS",1,1,1,,,,,,,,
413003,"MECANOGRAFA, ESTENOGRAFIA",1,1,1,,,,,,,,
413004,"MECANOGRAFA, FACTURAS",1,1,1,,,,,,,,
413005,"MECANOGRAFA, MAQUINA PERFORADORA",1,1,1,,,,,,,,
413006,"MECANOGRAFA, TAQUIGRAFIA",1,1,1,,,,,,,,
413007,"MECANOGRAFA, TEXTOS",1,1,1,,,,,,,,
413008,OFICINISTA-MECANOGRAFA,1,1,1,,,,,,,,
413009,SECRETARIA,1,1,1,,,,,,,,
413010,"SECRETARIA, BILINGUE",1,1,1,,,,,,,,
413011,"SECRETARIA, COMERCIAL",1,1,1,,,,,,,,
413014,"SECRETARIA, MEDICO",1,1,1,,,,,,,,
413015,SECRETARIA-MECANOGRAFA,1,1,1,,,,,,,,
413016,"SECRETARIA, OTROS",1,1,1,,,,,,,,
413017,SECRETARIA-TAQUIGRAFA,1,1,1,,,,,,,,
413018,SECRETARIA-TAQUIMECANOGRAFA,1,1,1,,,,,,,,
413019,TAQUIGRAFA,1,1,1,,,,,,,,
413020,TAQUIMECANOGRAFA,1,1,1,,,,,,,,
413021,MECANOGRAFICA EN DOMICILIO,1,1,1,,,,,,,,
414001,"OPERADOR DE MAQUINA, TRATAMIENTO DE TEXTO",1,1,1,,,,,,,,
414002,"OPERADOR, TELEFAX",1,1,1,,,,,,,,
414003,"OPERADOR, TELEGRAFO",1,1,1,,,,,,,,
414004,"OPERADOR, TELEIMPRESORA",1,1,1,,,,,,,,
414005,"TELETIPISTA, TELEX",1,1,1,,,,,,,,
415001,DIGITADOR,1,1,1,,,,,,,,
415002,"CONTROLADOR, PERFORACIONES",1,1,1,,,,,,,,
415003,"OPERADOR, ENTRADA DE DATOS/CLASIFICADORA",1,1,1,,,,,,,,
415004,"OPERADOR, ENTRADA DE DATOS/COMPUTADORAS",1,1,1,,,,,,,,
415005,"OPERADOR, ENTRADA DE DATOS/CONVERTIDOR (DE CINTAS A TARJETA",1,1,1,,,,,,,,
415006,"OPERADOR, ENTRADA DE DATOS/MAQUINA CONVERTIDORA (DE CINTAS",1,1,1,,,,,,,,
415007,"OPERADOR, ENTRADA DE DATOS/MAQUINA CONVERTIDORA (DE TARJETA",1,1,1,,,,,,,,
415008,"OPERADOR, ENTRADA DE DATOS/MAQUINA PERFORADORAS (CINTAS)",1,1,1,,,,,,,,
415009,"OPERADOR, ENTRADA DE DATOS/MAQUINA PERFORADORAS (TARJETAS Y",1,1,1,,,,,,,,
415010,"OPERADOR, ENTRADA DE DATOS/MAQUINA PERFORADORAS (TECLADO)",1,1,1,,,,,,,,
415011,"OPERADOR, ENTRADA DE DATOS/TABULADORA",1,1,1,,,,,,,,
415012,"OPERADOR, ENTRADA DE DATOS/TRANSCRIPCION DE PERFORACIONES (",1,1,1,,,,,,,,
415013,VERIFICADOR DEL OPERADOR DE MAQUINA PERFORADORA DE TARJETAS,1,1,1,,,,,,,,
415014,TIPEO POR COMPUTADORA,1,1,1,,,,,,,,
416001,CALCULISTA A MAQUINA,1,1,1,,,,,,,,
416002,"OPERADOR, CALCULADORA",1,1,1,,,,,,,,
416003,"OPERADOR, COMPUTADORA",1,1,1,,,,,,,,
416004,"OPERADOR, MAQUINA DE CONTABILIDAD",1,1,1,,,,,,,,
416005,"OPERADOR, MAQUINA DE PREPARAR FACTURAS",1,1,1,,,,,,,,
416006,"OPERADOR, MAQUINA FRANQUEADORA",1,1,1,,,,,,,,
416007,"OPERADOR, MAQUINA CONTABLE",1,1,1,,,,,,,,
416008,"OPERADOR, MAQUINA DE LLEVAR LIBROS",1,1,1,,,,,,,,
416009,"OPERADOR, MAQUINA DE SUMAR",1,1,1,,,,,,,,
417001,"OPERADOR, MAQUINA CLASIFICADORA Y TABULADOS",1,1,1,,,,,,,,
417002,"OPERADOR,  ORDENADOR ELECTRONICO",1,1,1,,,,,,,,
417003,OTROS OPERADORES DE MAQUINAS PARA EL TRATAMIENTO AUTOMATICO,1,1,1,,,,,,,,
418021,LISTERO,1,1,1,,,,,,,,
419001,"AMANUENSE, ESTADISTICA",1,1,1,,,,,,,,
419002,CRITICO-CODIFICADOR,1,1,1,,,,,,,,
421001,ALMACENERO,1,1,1,,,,,,,,
423007,ESCRIBIENTE DE ABOGADO,1,1,1,,,,,,,,
423008,ESCRIBIENTE DE NOTARIO,1,1,1,,,,,,,,
423009,ESCRIBIENTE DE PROCURADOR,1,1,1,,,,,,,,
423010,ESCRIBIENTE PUBLICO,1,1,1,,,,,,,,
423011,RECOPILADOR DE DIRECTORIOS Y GUIAS,1,1,1,,,,,,,,
423012,"SECRETARIO DE JUZGADO, EMPLEADO DE OFICINA",1,1,1,,,,,,,,
423013,"TRAMITADORES (REDACTAN CARTAS, LLENADOR FORMULARIOS, ETC)",1,1,1,,,,,,,,
423014,CONTROLADOR DE TARJETAS DE PERSONAL,1,1,1,,,,,,,,
423015,TRAMITADOR DE OFICINA,1,1,1,,,,,,,,
432001,"AGENTE DE LOS SERVICIOS DE MERCANCIAS, FERROCARRILES",1,1,1,,,,,,,,
432002,"AGENTE DE LOS SERVICIOS DE TRANSPORTE DE CARGA, FERROCARRIL",1,1,1,,,,,,,,
435002,CONTROLADORES DE COCHE-CAMA,1,1,1,,,,,,,,
435003,CONTROLADOR DE VAGONES DE LUJO Y PULLMAN,1,1,1,,,,,,,,
435004,"OTROS JEFES DE TREN, COBRADORES.",1,1,1,,,,,,,,
436001,"AGENTE, FERROCARRIL/MERCANCIAS",1,1,1,,,,,,,,
436029,"ENCARGADO, SERVICIOS/FERROCARRIL (DEPOSITO)",1,1,1,,,,,,,,
436030,"ENCARGADO, SERVICIOS/MUELLE",1,1,1,,,,,,,,
436031,"ENCARGADO, SERVICIOS/TRANSBORDADOR",1,1,1,,,,,,,,
436032,"ENCARGADO, SERVICIOS/TRANSPORTE POR CARRETERA (TRAFICO)",1,1,1,,,,,,,,
436033,"INSPECTOR, SERVICIOS/BARCAZA",1,1,1,,,,,,,,
436034,"INSPECTOR, SERVICIOS/CARGA",1,1,1,,,,,,,,
436035,"INSPECTOR, SERVICIOS/TRANSPORTE POR CARRETERA",1,1,1,,,,,,,,
436036,"INSPECTOR, SERVICIOS/TRANSPORTE POR FERROCARRIL",1,1,1,,,,,,,,
442001,"ARCHIVERO, DE MUSEO",1,1,1,,,,,,,,
442002,"ASISTENTE, BIBLIOTECA",1,1,1,,,,,,,,
442003,AYUDANTE DE BIBLIOTECA,1,1,1,,,,,,,,
443001,CARTERO,1,1,1,,,,,,,,
443002,"CLASIFICADOR, CORRESPONDENCIA",1,1,1,,,,,,,,
443005,"ENCARGADO, ENTREGA DE ENCOMIENDAS A DOMICILIO",1,1,1,,,,,,,,
443006,"ENCOMENDERO, REPARTO DE ENCOMIENDAS",1,1,1,,,,,,,,
443007,"ESTAFETERO, RECIBIDOR DE CARGAS/CORREO",1,1,1,,,,,,,,
443008,"MANDADERO, OFICINA/CONSERJE DE OFICINA",1,1,1,,,,,,,,
443009,"MENSAJERO, CORRESPONDENCIA",1,1,1,,,,,,,,
443010,PORTAPLIEGO DE OFICINA,1,1,1,,,,,,,,
444001,"CORRECTOR, PRUEBAS DE IMPRENTA",1,1,1,,,,,,,,
451001,"CAJERO, ALMACEN/AUTOSERVICIO",1,1,1,,,,,,,,
451002,"CAJERO, APUESTAS",1,1,1,,,,,,,,
451003,"CAJERO, BANCO",1,1,1,,,,,,,,
451004,"CAJERO, COBRADOR DE PEAJES",1,1,1,,,,,,,,
451005,"CAJERO, CONTABILIDAD DE CAJA",1,1,1,,,,,,,,
451006,"CAJERO, EMPRESA/ALMACEN",1,1,1,,,,,,,,
451007,"CAJERO, HOTEL",1,1,1,,,,,,,,
451008,"CAJERO, MOSTRADOR",1,1,1,,,,,,,,
451009,"CAJERO, OFICINA",1,1,1,,,,,,,,
451010,"CAJERO, RESTAURANTE",1,1,1,,,,,,,,
451011,"CAJERO, TIENDA",1,1,1,,,,,,,,
451012,"CAJERO, VENTA DE BILLETES",1,1,1,,,,,,,,
451013,"CAMBISTA, COMPRA-VENTA  DE DOLARES",1,1,1,,,,,,,,
451018,EXPENDEDOR DE GIROS POSTALES,1,1,1,,,,,,,,
451019,TAQUILLERO,1,1,1,,,,,,,,
451020,TESORERO,1,1,1,,,,,,,,
451021,VENDEDOR DE ESTAMPILLAS,1,1,1,,,,,,,,
452001,"PRESTAMISTA, DINERO",1,1,1,,,,,,,,
452002,"PRESTAMISTA, PRENDARIO",1,1,1,,,,,,,,
453001,"COBRADOR A DOMICILIO, VENTAS A PLAZOS",1,1,1,,,,,,,,
453002,"COBRADOR, ALQUILERES",1,1,1,,,,,,,,
453003,COBRADOR CONTRIBUCIONES,1,1,1,,,,,,,,
453004,"COBRADOR, DEUDAS",1,1,1,,,,,,,,
453005,COBRADOR ESPECTACULOS,1,1,1,,,,,,,,
453006,"COBRADOR, FACTURAS",1,1,1,,,,,,,,
453007,"COBRADOR, IMPUESTOS",1,1,1,,,,,,,,
453008,"COBRADOR, PEAJE",1,1,1,,,,,,,,
453009,"COBRADOR, SEGUROS",1,1,1,,,,,,,,
454009,RECEPCIONISTA,1,1,1,,,,,,,,
454010,"RECEPCIONISTA, DENTISTA",1,1,1,,,,,,,,
454011,"RECEPCIONISTA, HOSPITAL/CONSULTORIO MEDICO",1,1,1,,,,,,,,
454012,"RECEPCIONISTA, HOTEL",1,1,1,,,,,,,,
454013,"RECEPCIONISTA, MEDICO",1,1,1,,,,,,,,
455001,"OPERADORA, CENTRAL TELEFONICA",1,1,1,,,,,,,,
455002,"RADIO-TELEFONISTA, ESTACIONES TERRESTRES",1,1,1,,,,,,,,
455003,"TELEFONISTA, PUBLICA O PRIVADA",1,1,1,,,,,,,,
456001,"CRUPIER, SALA DE JUEGO",1,1,1,,,,,,,,
456002,RECIBIDOR DE APUESTAS,1,1,1,,,,,,,,
461001,ENCUESTADORES,1,1,1,,,,,,,,
461002,EMPADRONADORES,1,1,1,,,,,,,,
461003,RECOPILADOR DE INFORMACION ESTADISTICA,1,1,1,,,,,,,,
461004,REGISTRADORES,1,1,1,,,,,,,,
461005,SUPERVISOR DE CAMPO,1,1,1,,,,,,,,
462001,AUXILIAR DE OFICINA,1,1,1,,,,,,,,
462007,SEGMENTISTA,1,1,1,,,,,,,,
511001,"AYUDANTE, VUELO",1,1,1,,,,,,,,
511002,"AEROMOZA, CAMARERA DE AVION",1,1,1,,,,,,,,
511003,"AZAFATA, AEROPUERTO",1,1,1,,,,,,,,
511004,"AZAFATA, AVION",1,1,1,,,,,,,,
511005,"AZAFATA, INFORMACION/AEROPUERTO",1,1,1,,,,,,,,
511006,"CAMARERO, BARCO",1,1,1,,,,,,,,
511007,"FLY HOSTESS, AEROMOZA",1,1,1,,,,,,,,
511008,PURSERS,1,1,1,,,,,,,,
511009,"TRIPULANTE, CABINA/PASAJEROS",1,1,1,,,,,,,,
512001,"GUIA, EXCURSIONES",1,1,1,,,,,,,,
512002,"GUIA, EXPEDICION DE CAZA",1,1,1,,,,,,,,
512003,"GUIA, GALERIA DE ARTE",1,1,1,,,,,,,,
512004,"GUIA, MUSEOS",1,1,1,,,,,,,,
512005,"GUIA, TURISMO",1,1,1,,,,,,,,
512006,"GUIA, VIAJES/ANDINISMO",1,1,1,,,,,,,,
512007,"GUIA, VIAJES/AUTOBUS",1,1,1,,,,,,,,
512008,"GUIA, VIAJES/ESTABLECIMIENTOS INDUSTRIALES",1,1,1,,,,,,,,
512009,"GUIA, VIAJES/GALERIA DE ARTE",1,1,1,,,,,,,,
512010,"GUIA, VIAJES/LOCAL",1,1,1,,,,,,,,
512011,"GUIA, VIAJES/MONTAÐISMO",1,1,1,,,,,,,,
512012,"GUIA, VIAJES/MUSEOS",1,1,1,,,,,,,,
512013,"GUIA, VIAJES/PARQUES NATURALES Y RESERVAS NACIONALES",1,1,1,,,,,,,,
512014,"GUIA, VIAJES/PESCA",1,1,1,,,,,,,,
512015,"GUIA, VIAJES/RESERVA DE CAZA",1,1,1,,,,,,,,
512016,"GUIA, VIAJES/SAFARI",1,1,1,,,,,,,,
512017,"GUIA, VIAJES/TEATRO Y MONUMENTOS",1,1,1,,,,,,,,
521001,"ECONOMO, HOSTELERIA",1,1,1,,,,,,,,
521002,"JEFE DE PERSONAL DE SERVIDUMBRE, BARCO",1,1,1,,,,,,,,
521003,JEFE DE CAMAREROS,1,1,1,,,,,,,,
521004,MAITRE,1,1,1,,,,,,,,
521005,MAESTRESALA,1,1,1,,,,,,,,
521006,"MAYORDOMO, EXCEPTO HOGAR PARTICULAR",1,1,1,,,,,,,,
522001,"COCINERO, BARCO",1,1,1,,,,,,,,
522002,"COCINERO, CHEF",1,1,1,,,,,,,,
522003,"COCINERO, CONSERVACION DE ALIMENTOS",1,1,1,,,,,,,,
522004,"COCINERO, DIETAS ESPECIALES",1,1,1,,,,,,,,
522005,"COCINERO, VEGETALES",1,1,1,,,,,,,,
523001,"AZAFATA, SERVICIO DE COMIDAS/PERSONAL",1,1,1,,,,,,,,
523002,BARMAN,1,1,1,,,,,,,,
523003,MOZO,1,1,1,,,,,,,,
531001,"AUXILIAR, ENFERMERIA",1,1,1,,,,,,,,
531002,"AUXILIAR, ENFERMERIA/PRIMEROS AUXILIOS",1,1,1,,,,,,,,
531003,"AUXILIAR, HOSPITALARIO",1,1,1,,,,,,,,
531004,"AYUDANTE, AMBULANCIA",1,1,1,,,,,,,,
531005,"AYUDANTE, ENFERMERIA",1,1,1,,,,,,,,
531006,"AYUDANTE, ENFERMERIA/AMBULANCIA",1,1,1,,,,,,,,
531007,"AYUDANTE, ENFERMERIA/CLINICA",1,1,1,,,,,,,,
531008,"AYUDANTE, ENFERMERIA/HOSPITAL",1,1,1,,,,,,,,
531009,CAMILLERO,1,1,1,,,,,,,,
531010,"ENFERMERO, AMBULANCIA",1,1,1,,,,,,,,
531011,"AYUDANTE, ENFERMERIA/DOMICILIO",1,1,1,,,,,,,,
531012,"AYUDANTE, CONSULTORIO DENTAL",1,1,1,,,,,,,,
541001,CALLISTA,1,1,1,,,,,,,,
541002,CAPILICULTOR,1,1,1,,,,,,,,
541003,COSMETOLOGO,1,1,1,,,,,,,,
541004,"ESPECIALISTA, TRATAMIENTOS DE BELLEZA",1,1,1,,,,,,,,
541005,ESTILISTA,1,1,1,,,,,,,,
541006,MANICURISTA,1,1,1,,,,,,,,
541007,"MAQUILLADOR, CINE",1,1,1,,,,,,,,
541008,"MAQUILLADOR, SALON",1,1,1,,,,,,,,
541009,"MAQUILLADOR, TEATRO",1,1,1,,,,,,,,
541010,MASAJISTA ESTETICO,1,1,1,,,,,,,,
541011,PEDICURISTA,1,1,1,,,,,,,,
541012,PEINADORA,1,1,1,,,,,,,,
541013,"PELUQUERO, CABALLEROS",1,1,1,,,,,,,,
541014,"PELUQUERO, SEÐORAS",1,1,1,,,,,,,,
541015,PELUQUERO-BARBERO,1,1,1,,,,,,,,
551001,AMORTAJADOR,1,1,1,,,,,,,,
551002,EMBALSAMADOR,1,1,1,,,,,,,,
551003,"EMPLEADO, POMPAS FUNEBRES/AGENCIA FUNERARIA",1,1,1,,,,,,,,
551004,"EMPRESARIO, POMPAS FUNEBRES",1,1,1,,,,,,,,
551005,ORGANIZADOR DE POMPAS FUNEBRES,1,1,1,,,,,,,,
551006,TRAMITADOR DE DOCUMENTOS PARA SEPELIO,1,1,1,,,,,,,,
552001,MANIQUI,1,1,1,,,,,,,,
552002,MODELO DE FOTOGRAFIA,1,1,1,,,,,,,,
552003,"MODELO, ARTISTA",1,1,1,,,,,,,,
552004,"MODELO, ESCULTORES",1,1,1,,,,,,,,
552005,"MODELO, MODAS",1,1,1,,,,,,,,
552006,"MODELO, PINTORES",1,1,1,,,,,,,,
552007,"MODELO, PUBLICIDAD",1,1,1,,,,,,,,
553001,ASTROLOGO,1,1,1,,,,,,,,
553002,CARTOMANTICO,1,1,1,,,,,,,,
553003,GEOMANTICO,1,1,1,,,,,,,,
553004,NUMEROLOGO,1,1,1,,,,,,,,
553005,NUMEROMANTICO,1,1,1,,,,,,,,
553006,ONIROMANTICO,1,1,1,,,,,,,,
553007,QUIROMANTICO,1,1,1,,,,,,,,
561001,BOMBERO,1,1,1,,,,,,,,
561002,"BOMBERO, ACCIDENTES DE AVIACION",1,1,1,,,,,,,,
561003,"BOMBERO, AEROPUERTOS",1,1,1,,,,,,,,
561004,"BOMBERO, FORESTAL",1,1,1,,,,,,,,
561006,"ESPECIALISTA, SALVAMENTO/INCENDIOS (DESASTRES)",1,1,1,,,,,,,,
562001,ALGUACILES,1,1,1,,,,,,,,
562002,POLICIA MUNICIPAL,1,1,1,,,,,,,,
562003,SERENAZGO,1,1,1,,,,,,,,
563001,CARCELERO,1,1,1,,,,,,,,
563002,"GUARDIAN, CARCEL",1,1,1,,,,,,,,
563003,"GUARDIAN, PRISION, ESTABLECIMIENTO PENAL",1,1,1,,,,,,,,
563004,VIGILANTE DE ESTABLECIMIENTO PENAL Y OTROS CENTROS TUTELARE,1,1,1,,,,,,,,
564001,CUSTODIO,1,1,1,,,,,,,,
564002,GUARDAESPALDA,1,1,1,,,,,,,,
564003,GUARDIA DE SEGURIDAD (PRIVADOS),1,1,1,,,,,,,,
564004,POLICIA PARTICULAR,1,1,1,,,,,,,,
564005,VIGILANTE DE SEGURIDAD (PRIVADOS),1,1,1,,,,,,,,
565001,DETECTIVE PRIVADO,1,1,1,,,,,,,,
571001,"COMERCIANTE, COMERCIO AL POR MAYOR",1,1,1,,,,,,,,
571002,"DESPACHADOR, MERCADERIAS/COMERCIO AL POR MAYOR",1,1,1,,,,,,,,
571003,"MAYORISTA, COMERCIO AL POR MAYOR",1,1,1,,,,,,,,
571004,"VENDEDOR, ABARROTES/COMERCIO AL POR MAYOR",1,1,1,,,,,,,,
571005,"VENDEDOR, PROVEEDOR/COMERCIO AL POR MAYOR",1,1,1,,,,,,,,
571006,"VENDEDOR, COMERCIO AL POR MAYOR",1,1,1,,,,,,,,
572001,"COMERCIANTE, ARTICULOS DEPORTIVOS",1,1,1,,,,,,,,
572002,"COMERCIANTE, ARTICULOS ELECTRODOMESTICOS",1,1,1,,,,,,,,
572003,"COMERCIANTE, BOUTIQUE",1,1,1,,,,,,,,
572004,"COMERCIANTE, CALZADO",1,1,1,,,,,,,,
572005,"COMERCIANTE, CARROS",1,1,1,,,,,,,,
572006,"COMERCIANTE, COMBUSTIBLE/GRIFERO (DESPACHADOR DE GASOLINA)",1,1,1,,,,,,,,
572007,"COMERCIANTE, JOYERIA Y RELOJERIA",1,1,1,,,,,,,,
572008,"COMERCIANTE, JUGUETES",1,1,1,,,,,,,,
572009,"COMERCIANTE, LICORES",1,1,1,,,,,,,,
572010,"COMERCIANTE, LOZA Y PORCELANA",1,1,1,,,,,,,,
572011,"COMERCIANTE, MUEBLES",1,1,1,,,,,,,,
572012,"COMERCIANTE, OPTICA",1,1,1,,,,,,,,
572013,"COMERCIANTE, PRENDAS DE VESTIR",1,1,1,,,,,,,,
572014,"COMERCIANTE, REPUESTOS EN GENERAL",1,1,1,,,,,,,,
572015,"DESPACHADOR, MERCADERIA/COMERCIO AL POR MENOR",1,1,1,,,,,,,,
572016,"VENDEDOR, ABARROTES/ABACERO (BODEGUERO)",1,1,1,,,,,,,,
572017,"VENDEDOR, ARTESANIA",1,1,1,,,,,,,,
572018,"VENDEDOR, CARBON",1,1,1,,,,,,,,
572019,"VENDEDOR, CARNE",1,1,1,,,,,,,,
572020,"VENDEDOR, CARTON/PAPEL",1,1,1,,,,,,,,
572021,"VENDEDOR, FARMACIA",1,1,1,,,,,,,,
572022,"VENDEDOR, CIGARRILLOS",1,1,1,,,,,,,,
572023,"VENDEDOR, FERRETERIA",1,1,1,,,,,,,,
572024,"VENDEDOR, FLORES",1,1,1,,,,,,,,
572025,"VENDEDOR, FRUTAS",1,1,1,,,,,,,,
572026,"VENDEDOR, HERBOLARIOS/HIERBAS",1,1,1,,,,,,,,
572027,"VENDEDOR, LECHE",1,1,1,,,,,,,,
572028,"VENDEDOR, LICORERIA",1,1,1,,,,,,,,
572029,"VENDEDOR, LIBROS/UTILES ESCOLARES",1,1,1,,,,,,,,
572030,"VENDEDOR, LOZA/CRISTALERIA Y PORCELANA",1,1,1,,,,,,,,
572031,"VENDEDOR, MADERAS/TRIPLAY",1,1,1,,,,,,,,
572032,"VENDEDOR, MATERIALES DE CONSTRUCCION",1,1,1,,,,,,,,
572033,"VENDEDOR, MUEBLERIA",1,1,1,,,,,,,,
572034,"VENDEDOR, PASAMANERIA/MERCERIA",1,1,1,,,,,,,,
572035,"VENDEDOR, PERFUMERIA",1,1,1,,,,,,,,
572036,"VENDEDOR, PELETERO",1,1,1,,,,,,,,
572037,"VENDEDOR, PRENDAS DE VESTIR",1,1,1,,,,,,,,
572038,"VENDEDOR, PULPA",1,1,1,,,,,,,,
572039,"VENDEDOR, REPUESTOS EN GENERAL",1,1,1,,,,,,,,
572040,"VENDEDOR, SOMBREROS",1,1,1,,,,,,,,
572041,"VENDEDOR, ZAPATERIA",1,1,1,,,,,,,,
572042,"OTROS, COMERCIANTES VENDEDORES AL POR MENOR (NO AMBULATORIO",1,1,1,,,,,,,,
573001,DEMOSTRADOR (A) DE ARTICULOS,1,1,1,,,,,,,,
573002,DEMOSTRADOR (A) DE PRODUCTOS PARA LA VENTA EN ESTABLECIMIEN,1,1,1,,,,,,,,
574001,VENDEDOR EN PUESTO DE MERCADO,1,1,1,,,,,,,,
574002,VENDEDOR EN KIOSCO,1,1,1,,,,,,,,
575001,"EMPLEADO, DEPENDIENTE DE TIENDA, COMERCIO NEP",1,1,1,,,,,,,,
575002,"VENDEDOR, COMERCIO NEP",1,1,1,,,,,,,,
581001,VENDEDORES DE ARTEFACTOS ELECTRICOS,1,1,1,,,,,,,,
581002,VENDEDORES DE LIBROS,1,1,1,,,,,,,,
582001,"COMPRADOR VENDEDOR DE ORO, PLATA",1,1,1,,,,,,,,
582002,COMPRA VENTA DE MONEDAS Y BILLETES,1,1,1,,,,,,,,
583001,COMERCIO N.E.,1,1,1,,,,,,,,
611001,CAPATAZ FORESTAL,1,1,1,,,,,,,,
611002,CAPATAZ DE CAMPO DE HACIENDA,1,1,1,,,,,,,,
611003,"CAPORAL, MAYORDOMO DE HACIENDA",1,1,1,,,,,,,,
611004,JEFE DE MAQUINARIA AGRICOLA,1,1,1,,,,,,,,
612001,AGRICULTOR,1,1,1,,,,,,,,
612002,"AGRICULTOR EXPLOTADOR, CULTIVO/ALFALFA",1,1,1,,,,,,,,
612003,"AGRICULTOR EXPLOTADOR, CULTIVO/ALGODON",1,1,1,,,,,,,,
612004,"AGRICULTOR EXPLOTADOR, CULTIVO/ARROZ",1,1,1,,,,,,,,
612005,"AGRICULTOR EXPLOTADOR, CULTIVO/CACAHUETE",1,1,1,,,,,,,,
612006,"AGRICULTOR EXPLOTADOR, CULTIVO/CAÐA DE AZUCAR",1,1,1,,,,,,,,
